eval/episode_length,eval/episode_length_std,eval/episode_reward,eval/episode_reward_std,eval/pick_success,holdout_loss,loss,timestep
40.0,0.0,0.42,0.49355850717012273,0.43,-1.7240461909599856,-1.6869126930358311,81510
40.0,0.0,0.45,0.49749371855331,0.45,-1.7240926814421516,-1.6859373241473163,82137
40.0,0.0,0.38,0.48538644398046393,0.38,-1.7249065152766034,-1.6884490790640474,82764
40.0,0.0,0.28,0.4489988864128729,0.3,-1.7252121382352825,-1.6754617341764406,83391
40.0,0.0,0.33,0.47021271782034985,0.34,-1.7258514260941522,-1.682315609637339,84018
40.0,0.0,0.36,0.48,0.38,-1.7261293109334095,-1.6729318002227012,84645
40.0,0.0,0.42,0.49355850717012273,0.44,-1.726404931366538,-1.6768501260478026,85272
40.0,0.0,0.33,0.47021271782034985,0.34,-1.7264974288392874,-1.6805609119166225,85899
40.0,0.0,0.4,0.4898979485566356,0.4,-1.7273672499725128,-1.67392324414223,86526
40.0,0.0,0.41,0.4918333050943175,0.44,-1.7275277393286304,-1.6778924768897385,87153
40.0,0.0,0.34,0.4737087712930805,0.35,-1.728634459930554,-1.6768103648143207,87780
40.0,0.0,0.37,0.4828043081829324,0.37,-1.728440149929346,-1.675663044498224,88407
40.0,0.0,0.35,0.4769696007084728,0.36,-1.7283862021170928,-1.674777650529413,89034
40.0,0.0,0.36,0.48,0.36,-1.7295597531198497,-1.6716142281605197,89661
40.0,0.0,0.37,0.4828043081829324,0.38,-1.729799378241461,-1.674414373127519,90288
40.0,0.0,0.49,0.49989998999799945,0.51,-1.7291331441398605,-1.6721177875615978,90915
40.0,0.0,0.33,0.47021271782034985,0.34,-1.7303809332505347,-1.6620304163094535,91542
40.0,0.0,0.35,0.4769696007084728,0.35,-1.7311762468666552,-1.664810258491783,92169
40.0,0.0,0.43,0.4950757517794625,0.44,-1.7315290177647942,-1.6576018707387765,92796
40.0,0.0,0.37,0.48280430818293246,0.39,-1.731103851274249,-1.663218670210261,93423
40.0,0.0,0.34,0.4737087712930805,0.36,-1.7319228409580072,-1.6618341579558742,94050
40.0,0.0,0.34,0.4737087712930805,0.35,-1.7320443762546531,-1.6617375904587428,94677
40.0,0.0,0.33,0.47021271782034985,0.34,-1.7323337770535052,-1.6398633794420079,95304
40.0,0.0,0.4,0.4898979485566356,0.4,-1.7330000294072379,-1.651013066054909,95931
40.0,0.0,0.46,0.49839743177508444,0.47,-1.733314956204173,-1.649595944175295,96558
40.0,0.0,0.42,0.49355850717012273,0.43,-1.733268594057363,-1.6369854420613332,97185
40.0,0.0,0.37,0.4828043081829324,0.37,-1.734062134744257,-1.6379340279633834,97812
40.0,0.0,0.4,0.4898979485566356,0.41,-1.733987266747386,-1.617500225829472,98439
40.0,0.0,0.39,0.487749935930288,0.42,-1.7347049791086608,-1.630785734220676,99066
40.0,0.0,0.37,0.4828043081829324,0.39,-1.7347819090269772,-1.6256430669195336,99693
40.0,0.0,0.37,0.4828043081829324,0.37,-1.7351216387710704,-1.6265295504764383,100320
40.0,0.0,0.44,0.4963869458396343,0.47,-1.7355572479573529,-1.62373268983926,100947
40.0,0.0,0.33,0.47021271782034985,0.34,-1.7354431986998895,-1.6231257129626666,101574
40.0,0.0,0.37,0.4828043081829324,0.4,-1.7359823047449332,-1.6084991222733906,102201
40.0,0.0,0.32,0.46647615158762396,0.34,-1.736190376479472,-1.614809343389645,102828
40.0,0.0,0.46,0.49839743177508444,0.46,-1.7365042975074374,-1.621921734065767,103455
40.0,0.0,0.39,0.4877499359302879,0.4,-1.7366220251414948,-1.603727732114732,104082
40.0,0.0,0.42,0.49355850717012273,0.42,-1.7368194265989212,-1.6078895387376186,104709
40.0,0.0,0.37,0.48280430818293246,0.37,-1.73720965868358,-1.5865038284070943,105336
40.0,0.0,0.46,0.49839743177508444,0.46,-1.737634166956327,-1.596726302887984,105963
40.0,0.0,0.36,0.48,0.38,-1.7377593216903702,-1.5817736413828136,106590
40.0,0.0,0.38,0.48538644398046393,0.4,-1.7380698423066188,-1.5707595469845332,107217
40.0,0.0,0.4,0.4898979485566356,0.4,-1.7382042885206914,-1.5671836418710696,107844
40.0,0.0,0.31,0.462493243193887,0.31,-1.7384004813442202,-1.5716199905249737,108471
40.0,0.0,0.46,0.49839743177508444,0.46,-1.7386541653668102,-1.569327218897023,109098
40.0,0.0,0.44,0.4963869458396343,0.46,-1.7387469946102283,-1.552313998246649,109725
40.0,0.0,0.45,0.49749371855331004,0.47,-1.7389647264800017,-1.5681764399929403,110352
